Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bangladesh,Price / Bangladesh,Compare At Price / Bangladesh,Included / International,Price / International,Compare At Price / International,Status
tie-trousers,,,,,,,,,Marine,,Small,,,40902,0.0,shopify,1,deny,manual,268.00,,true,true,40902,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_23380_40904_23111.jpg?v=1703790094,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
tie-trousers,,,,,,,,,Marine,,Medium,,,40904,0.0,shopify,1,deny,manual,268.00,,true,true,40904,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_23380_40904_23119.jpg?v=1703790094,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
tie-trousers,,,,,,,,,Marine,,Large,,,40906,0.0,shopify,1,deny,manual,268.00,,true,true,40906,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40903_23266.jpg?v=1703790094,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
tie-trousers,,,,,,,,,Black,,XSmall,,,40899,0.0,shopify,0,deny,manual,268.00,,true,true,40899,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40903_23272.jpg?v=1703790094,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40903_23266.jpg?v=1703790094,lb,,,,,,,,,
tie-trousers,,,,,,,,,Black,,Small,,,40901,0.0,shopify,1,deny,manual,268.00,,true,true,40901,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40903_23281.jpg?v=1703790094,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40903_23266.jpg?v=1703790094,lb,,,,,,,,,
tie-trousers,,,,,,,,,Black,,Medium,,,40903,0.0,shopify,2,deny,manual,268.00,,true,true,40903,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40909_23286.jpg?v=1703790094,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40903_23266.jpg?v=1703790094,lb,,,,,,,,,
tie-trousers,,,,,,,,,Black,,Large,,,40905,0.0,shopify,1,deny,manual,268.00,,true,true,40905,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40903_23266.jpg?v=1703790094,lb,,,,,,,,,
workers-shirt-jacket,Workers Shirt Jacket,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>The Workers Shirt is a durable cotton weave built with structure. Able bodied and eager. Three exterior pockets. One interior pockets. Button closure at front. Hansen. Color Black. 100% Cotton. Made in EU.  </p>
<meta charset=""utf-8"">
<p><em>Matt is wearing a Medium. Matt is  </em><em><em><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]"">6’2”, Chest 38”, Waist 31”, Inseam 34.5”. </span></em></em></p>
<p><em><em><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]""><a href=""http://babyandco.us/collections/hansen"">Shop our collection of Hansen.</a></span></em></em></p>",Hansen,,men's coats & jackets,"AW15, black, Hansen, man, mens, mens jackets, outerwear, signature",true,Color,Black,Size,Small,,,40920,0.0,shopify,1,deny,manual,238.00,,true,true,40920,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40921_23251.jpg?v=1703790083,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
workers-shirt-jacket,,,,,,,,,Black,,Medium,,,40921,0.0,shopify,2,deny,manual,238.00,,true,true,40921,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40921_23256.jpg?v=1703790083,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
workers-shirt-jacket,,,,,,,,,Black,,Large,,,40922,0.0,shopify,1,deny,manual,238.00,,true,true,40922,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40921_23256_copy.jpg?v=1703790083,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
workers-shirt-jacket,,,,,,,,,Black,,XLarge,,,40923,0.0,shopify,1,deny,manual,238.00,,true,true,40923,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40921_23251_copy.jpg?v=1703790083,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-indigo-shirt,Casual Indigo Shirt,"<meta charset=""utf-8"">
<p><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]"">This aged piece reminisces the cowboy appeal. Button closure at front. Breast pocket. Fully lined. Hansen. Color Real</span><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]""> Indigo. 100% Cotton. Made in EU.</span><em><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]""> Matt is wearing a size Medium. Matt is 6’2”, Chest 38”, Waist 31”, Inseam 34.5”. </span></em></p>",Hansen,,Mens Shirts,"AW15, button up, Hansen, indigo, Man, mens shirts, shirts, Shot 6/4/15, signature, tops",true,Size,Small,Color,Real Indigo,,,40883,0.0,shopify,1000000,deny,manual,288.00,,true,true,40883,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40884_23076.jpg?v=1703790077,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
casual-indigo-shirt,,,,,,,,,Medium,,Real Indigo,,,40884,0.0,shopify,1000000,deny,manual,288.00,,true,true,40884,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40884_23072.jpg?v=1703790077,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-indigo-shirt,,,,,,,,,Large,,Real Indigo,,,40885,0.0,shopify,1000000,deny,manual,288.00,,true,true,40885,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40884_23076_copy.jpg?v=1703790077,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-indigo-shirt,,,,,,,,,XLarge,,Real Indigo,,,40886,0.0,shopify,1000000,deny,manual,288.00,,true,true,40886,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40884_23081_copy.jpg?v=1703790077,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-indigo-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40884_23081.jpg?v=1703790077,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
casual-indigo-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40884_23084.jpg?v=1703790077,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
3-4-sleeved-blazer,Pinstripe Blazer,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Polishes any look with a comfortable finish. Two exterior pockets, one interior. 3/4 inch sleeves. Four button closure at front. Fully lined. Hansen. Color Black Pinstripe. 100% Cotton. Made in EU.<em> Lana is wearing an X-Small.</em></p>
<p><span style=""text-decoration: underline;""><em><a href=""http://babyandco.us/collections/hansen"">Shop our collection of Hansen.</a></em></span></p>",Hansen,,women's coats & jackets,"arrivals, AW15, black, Blazer, Hansen, jackets, outerwear, pinstripe, Shot 4/19, signature, stripe, woman, womens jackets",true,Size,X-Small,Color,Black Pinstripe,,,40865,0.0,shopify,1,deny,manual,100000.00,,true,true,40865,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK20_40514_20742.jpg?v=1703790064,1,"",false,,,apparel & accessories > clothing > outerwear > coats & jackets > blazers,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
3-4-sleeved-blazer,,,,,,,,,Small,,Black Pinstripe,,,40866,0.0,shopify,0,deny,manual,100000.00,,true,true,40866,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK20_40514_20753.jpg?v=1703790064,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
3-4-sleeved-blazer,,,,,,,,,Medium,,Black Pinstripe,,,40867,0.0,shopify,1,deny,manual,100000.00,,true,true,40867,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK20_40514_20755_6ce020cf-360c-4ae1-b7a3-d7e8689632d4.jpg?v=1703790064,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
3-4-sleeved-blazer,,,,,,,,,Large,,Black Pinstripe,,,40868,0.0,shopify,1,deny,manual,100000.00,,true,true,40868,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK20_40514_20766.jpg?v=1703790064,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
3-4-sleeved-blazer,,,,,,,,,X Large,,Black Pinstripe,,,40869,0.0,shopify,1,deny,manual,100000.00,,true,true,40869,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK20_40514_20775.jpg?v=1703790064,5,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
striped-tuxedo-shirt,Striped Tuxedo Shirt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>The Striped Tuxedo Shirt brings the artisan to everyday. Button placket closure at front. Hansen. Color Dark Grey. 100% Cotton. Made in the EU. <em>Lana is wearing an XSmall.</em></p>
<p><a href=""http://babyandco.us/collections/hansen""><em>Shop our collection of Hansen. </em></a></p>",Hansen,,women's tops,"arrivals, AW15, button up, grey, Hansen, Shot 4/19, signature, spring9, stripe, tops, woman, womens",true,Size,XSmall,Color,Dark Grey,,,40895,0.0,shopify,1,deny,manual,598.00,,true,true,40895,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK18_40509_20601.jpg?v=1703790054,1,"",false,,,,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
striped-tuxedo-shirt,,,,,,,,,Small,,Dark Grey,,,40896,0.0,shopify,1,deny,manual,598.00,,true,true,40896,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK18_40509_20632.jpg?v=1703790054,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
striped-tuxedo-shirt,,,,,,,,,Medium,,Dark Grey,,,40897,0.0,shopify,2,deny,manual,598.00,,true,true,40897,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK18_40509_20638.jpg?v=1703790054,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
striped-tuxedo-shirt,,,,,,,,,Large,,Dark Grey,,,40898,0.0,shopify,1,deny,manual,598.00,,true,true,40898,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK18_40509_20643.jpg?v=1703790054,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
striped-tuxedo-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK18_40509_20647.jpg?v=1703790054,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
striped-tuxedo-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK18_40509_20652.jpg?v=1703790054,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
casual-classic-shirt,Casual Classic Shirt,"<meta charset=""utf-8"">
<p><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]"">Luscious hand for optimal comfort. Breast pocket. Button closure at front. Hansen. Color Black. 100% Cotton. Made in EU.</span><em><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]""> Matt is wearing a size Medium. Matt is 6’2”, Chest 38”, Waist 31”, Inseam 34.5”. </span></em></p>",Hansen,,Mens Shirt,"AW15, black, Hansen, man, men, mens shirts, Shot 6/4/15, signature, tops",true,Size,Small,Color,Black,,,40891,0.0,shopify,1000000,deny,manual,228.00,,true,true,40891,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40892_23159.jpg?v=1703790045,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
casual-classic-shirt,,,,,,,,,Medium,,Black,,,40892,0.0,shopify,1000000,deny,manual,228.00,,true,true,40892,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40892_23159_copy.jpg?v=1703790045,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-classic-shirt,,,,,,,,,Large,,Black,,,40893,0.0,shopify,1000000,deny,manual,228.00,,true,true,40893,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40892_23161.jpg?v=1703790045,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-classic-shirt,,,,,,,,,XLarge,,Black,,,40894,0.0,shopify,1000000,deny,manual,228.00,,true,true,40894,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40892_23173_copy.jpg?v=1703790045,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-classic-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40892_23173.jpg?v=1703790045,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
two-button-henley,Two Button Henley,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>Bring out that soft side of our modern wilderness man. Exposed seaming. Two button closure. Crew neckline. Hansen. 89% Cotton, 8% Nylon, 3% Rayon. Made in EU. <em>Matt is wearing a Medium. Matt is </em><em><em><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]"">6’2”, Chest 38”, Waist 31”, Inseam 34.5”. </span></em></em></p>",Hansen,,Mens Shirt,"AW15, blue, Hansen, man, men, mens shirts, red, Shot 6/4/15, signature, tops, unisex",true,Color,Blue Melange,Size,Small,,,40914,0.0,shopify,1,deny,manual,238.00,,true,true,40914,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look1_40916_22786.jpg?v=1703790036,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look1_40916_22780.jpg?v=1703790036,lb,,,true,,,true,,,active
two-button-henley,,,,,,,,,Blue Melange,,Medium,,,40916,0.0,shopify,2,deny,manual,238.00,,true,true,40916,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look1_40916_22780.jpg?v=1703790036,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look1_40916_22780.jpg?v=1703790036,lb,,,,,,,,,
two-button-henley,,,,,,,,,Blue Melange,,Large,,,40918,0.0,shopify,2,deny,manual,238.00,,true,true,40918,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look1_40916_22786_copy.jpg?v=1703790036,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look1_40916_22780.jpg?v=1703790036,lb,,,,,,,,,
two-button-henley,,,,,,,,,Blue Melange,,XLarge,,,40920,0.0,shopify,1,deny,manual,238.00,,true,true,40920,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look1_40916_22793.jpg?v=1703790036,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look1_40916_22780.jpg?v=1703790036,lb,,,,,,,,,
two-button-henley,,,,,,,,,Red Melange,,Small,,,40915,0.0,shopify,1,deny,manual,238.00,,true,true,40915,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40917_23012.jpg?v=1703790036,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40917_23012.jpg?v=1703790036,lb,,,,,,,,,
two-button-henley,,,,,,,,,Red Melange,,Medium,,,40917,0.0,shopify,1,deny,manual,238.00,,true,true,40917,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40917_23024_copy.jpg?v=1703790036,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40917_23012.jpg?v=1703790036,lb,,,,,,,,,
two-button-henley,,,,,,,,,Red Melange,,Large,,,40919,0.0,shopify,1,deny,manual,238.00,,true,true,40919,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40917_23012_copy_9cdb550c-fb75-4957-8cd6-5f4fde17563c.jpg?v=1703790036,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40917_23012.jpg?v=1703790036,lb,,,,,,,,,
two-button-henley,,,,,,,,,Red Melange,,XLarge,,,40921,0.0,shopify,0,deny,manual,238.00,,true,true,40921,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40917_23012.jpg?v=1703790036,lb,,,,,,,,,
casual-tuxedo-shirt,Casual Tuxedo Shirt,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]"">With the formal elements of tuxedo in an ease fit. This piece is versatile and classic. </span><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]"">Hansen. 100% Cotton. Made in EU. </span><em style=""line-height: 1.5;""><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]"">Matt is wearing a size Medium. Matt is 6’2”, Chest 38”, Waist 31”, Inseam 34.5”. </span></em></p>",Hansen,,Mens Shirt,"AW15, black, Hansen, man, mens, mens shirts, shirts, Shot 6/4/15, signature, white",true,Color,White,Size,Small,,,40488,0.0,shopify,1000000,deny,manual,238.00,,true,true,40488,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40491_23310.jpg?v=1703790025,1,"",false,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
casual-tuxedo-shirt,,,,,,,,,White,,Medium,,,40490,0.0,shopify,1000000,deny,manual,238.00,,true,true,40490,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40491_23304.jpg?v=1703790026,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-tuxedo-shirt,,,,,,,,,White,,Large,,,40492,0.0,shopify,1000000,deny,manual,238.00,,true,true,40492,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40491_23322.jpg?v=1703790026,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-tuxedo-shirt,,,,,,,,,White,,XLarge,,,40494,0.0,shopify,999999,deny,manual,238.00,,true,true,40494,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40491_23333.jpg?v=1703790026,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-tuxedo-shirt,,,,,,,,,Black,,Small,,,40489,0.0,shopify,1000000,deny,manual,238.00,,true,true,40489,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look6_40490_22905.jpg?v=1703790026,5,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-tuxedo-shirt,,,,,,,,,Black,,Medium,,,40491,0.0,shopify,1000000,deny,manual,238.00,,true,true,40491,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look6_40490_22902.jpg?v=1703790026,6,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-tuxedo-shirt,,,,,,,,,Black,,Large,,,40493,0.0,shopify,1000000,deny,manual,238.00,,true,true,40493,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look6_40490_22897.jpg?v=1703790026,7,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
casual-tuxedo-shirt,,,,,,,,,Black,,XLarge,,,40495,0.0,shopify,999999,deny,manual,238.00,,true,true,40495,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look6_40490_22887.jpg?v=1703790026,8,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shawl-cardigan-natural,Unisex Shawl Cardigan,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""http://babyandco.us/"" target=""_blank"">Baby &amp; Company</a></em></p><p>The Shawl Cardigan is the perfect sail away accessory. Button placket closure at front. Exterior pockets at front. V:Room. Color Natural. 63% Cotton, 37% Linen. Made in Japan. <em>﻿Lana is wearing a Small. Matt is wearing a Large.</em><em><em><span data-sheets-value='[null,2,""A long sleeved tissue tee featuring the number 13 at front chest area while the back bears a smart hashtag of the company\u2019s namesake. This tee has unfinished edges. Color Mood Indigo. 100% Cotton.""]' data-sheets-userformat=""[null,null,8961,[null,0],null,null,null,null,null,null,null,1,0,null,null,null,11]""> Matt is 6’2”, Chest 38”, Waist 31”, Inseam 34.5”. </span></em></em></p>
<p><a href=""http://babyandco.us/collections/v-room-woman""><em>Shop our collection of V:Room.</em></a></p>",V:Room,,unisex knitwear,"4/10, bounty, cardigans, knits, knitwear, Man, natural, outerwear, SALE, Shot 4/19, spring9, ss15, stripe, stripesmen, sweaters, V:Room, woman",true,Size,Small,Color,Natural,,,40484,0.0,shopify,0,deny,manual,250.60,,true,true,40484,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40486_22971.jpg?v=1703790011,1,"",false,,,,,adult,,,true,,,,,,,lb,,,true,,,true,,,active
shawl-cardigan-natural,,,,,,,,,Medium,,Natural,,,40485,0.0,shopify,0,deny,manual,250.60,,true,true,40485,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40486_23001.jpg?v=1703790011,2,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shawl-cardigan-natural,,,,,,,,,Large,,Natural,,,40486,0.0,shopify,1,deny,manual,250.60,,true,true,40486,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40486_22977.jpg?v=1703790011,3,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shawl-cardigan-natural,,,,,,,,,X-Large,,Natural,,,40487,0.0,shopify,0,deny,manual,250.60,,true,true,40487,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK7_40484_20002.jpg?v=1703790011,4,"",,,,,,,,,,,,,,,,lb,,,,,,,,,
shawl-cardigan-natural,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK7_40484_20009.jpg?v=1703790011,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
shawl-cardigan-natural,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK7_40484_20014.jpg?v=1703790011,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
shawl-cardigan-natural,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK7_40484_20020.jpg?v=1703790011,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
shawl-cardigan-natural,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-04-19_LANA_LOOK7_40484_20026.jpg?v=1703790011,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
shawl-cardigan-natural,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40486_22977_copy.jpg?v=1703790011,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
shawl-cardigan-natural,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0839/4961/7434/products/2015-06-04-Matt_Look_40486_22990.jpg?v=1703790011,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
